time,ax,ay,az,gx,gy,gz,mx,my,mz,ref1,ref2,ref3,ref4
0,-0.01019504389,0.005780483378,1.002229296,-0.01761002597,0.01750554014,0.008802036941,0.02327739116,-0.0005750785295,-0.04717845977,1,0,0,0
0.0039,0.007901921114,0.01268981631,1.021080019,-0.01686961401,0.01858953951,0.008930930865,0.02332797602,-0.0003605855158,-0.04687507761,1,0,0,0
0.0078,-0.01018673256,0.004669991755,1.029481587,-0.01614790603,0.01984026198,0.009279548118,0.0234517253,-0.001039572741,-0.04716062868,1,1.217322505e-06,2.434645011e-06,6.086612527e-07
0.0117,0.006277724579,0.003285263208,1.018747593,-0.01566781095,0.02109941532,0.009644358319,0.02326947974,-0.0006404134489,-0.04729110235,1,3.651967516e-06,7.303935033e-06,1.825983758e-06
0.0156,-0.005705925172,0.0009430512642,1.008947811,-0.01485477546,0.02257626889,0.009972090551,0.02319440818,-0.0007303076772,-0.04667737504,0.9999999999,7.303935032e-06,1.460787006e-05,3.651967516e-06
0.0195,-0.007644403617,0.002051462956,1.012936554,-0.01433885578,0.02367280104,0.01041612173,0.02325381263,-0.000751530564,-0.04689404795,0.9999999996,1.217322505e-05,2.434645011e-05,6.086612527e-06
0.0234,-0.007656578717,0.009906817145,1.009838277,-0.01369560587,0.02497452911,0.01069726772,0.02327936297,-0.0007388282564,-0.04733228352,0.9999999991,1.825983758e-05,3.651967515e-05,9.129918788e-06
0.0273,-0.001623754561,0.009677711552,1.016670957,-0.0131873174,0.02629864214,0.01108350729,0.02317763443,-0.0007396500449,-0.04721835377,0.9999999983,2.55637726e-05,5.11275452e-05,1.27818863e-05
0.0312,-0.01148015486,0.0008846902925,1.020384566,-0.01238464902,0.02757903714,0.01134349003,0.02358015142,-0.0007680931268,-0.04685911675,0.999999997,3.408503012e-05,6.817006024e-05,1.704251506e-05
0.0351,0.008550305299,0.006623185691,1.022080013,-0.01182565581,0.0287686204,0.01153507497,0.02352606445,-0.0007002764154,-0.0469616575,0.999999995,4.382361012e-05,8.764722025e-05,2.191180506e-05
0.039,-0.02179155327,-0.01103508012,1.037777134,-0.01112695057,0.03005165878,0.01184785916,0.02324848311,-0.000664625007,-0.04690911975,0.9999999921,5.47795126e-05,0.0001095590252,2.73897563e-05
0.0429,-0.002974459522,0.01630668425,0.9886908768,-0.01037373246,0.03136389128,0.01213094638,0.0230893775,-0.0006250922582,-0.04702077441,0.9999999882,6.695273754e-05,0.0001339054751,3.347636877e-05
0.0468,-0.003692510927,-0.01231671182,0.9930693198,-0.009983322903,0.03252945564,0.01261608304,0.02354550019,-0.0008752912937,-0.04682710599,0.9999999831,8.034328491e-05,0.0001606865698,4.017164245e-05
0.0507,-0.0001161179901,0.008517804997,1.00295417,-0.009165587088,0.03378584744,0.01290974716,0.02306880258,-0.0004743844961,-0.04681523282,0.9999999763,9.495115468e-05,0.0001899023094,4.747557734e-05
0.0546,0.006663641872,-0.004679675455,1.021930912,-0.008469550301,0.03535919798,0.01303433221,0.02357165907,-0.000196011099,-0.04684050561,0.9999999678,0.0001107763468,0.0002215526936,5.53881734e-05
0.0585,0.008027380266,0.001204932583,1.011159066,-0.007953311858,0.0362882872,0.0134391449,0.02330051533,-0.0006963802111,-0.04734120611,0.9999999571,0.0001278188612,0.0002556377225,6.390943062e-05
0.0624,-0.01202423455,-0.02030982411,1.013129368,-0.00733232094,0.03758896204,0.01372959076,0.02327000778,-0.0005816360536,-0.04701593284,0.999999944,0.0001460786979,0.0002921573959,7.303934896e-05
