time,ax,ay,az,gx,gy,gz,mx,my,mz,ref1,ref2,ref3,ref4
0.0702,-0.04483676868,0.02401456457,1.010505393,0.3037628912,0.616003639,0.154626822,0.02541022612,-0.002387159125,-0.04611580089,0.9996997817,0.01069353658,0.02138707317,0.005346768292
0.0741,-0.04276006661,0.03710228411,1.000853978,0.3030624142,0.6150706801,0.1529428555,0.02571356677,-0.002001507053,-0.04585247319,0.9996654994,0.01128749294,0.02257498589,0.005643746472
0.078,-0.06122819684,0.02886366441,1.004758456,0.3025990735,0.6154658397,0.1530114399,0.02542957208,-0.002371553777,-0.04588506967,0.9996293644,0.01188142838,0.02376285677,0.005940714192
0.0819,-0.07324263908,0.04579562568,1.003030122,0.3030869398,0.6166552551,0.1545537886,0.02553157805,-0.002325065249,-0.04559594589,0.9995913769,0.0124753418,0.02495068361,0.006237670902
0.0858,-0.05525354438,0.02290037157,1.015005921,0.3044575412,0.6149308513,0.1554361743,0.02565102473,-0.002295656272,-0.04546819149,0.9995515368,0.0130692321,0.02613846421,0.006534616052
0.0897,-0.06126916619,0.0313067303,1.004400693,0.2997249282,0.6155849331,0.1532828678,0.02602149413,-0.002430219712,-0.04564600687,0.9995098442,0.01366309818,0.02732619636,0.006831549091
0.0936,-0.04119542625,0.04399195161,1.003365054,0.3025798003,0.6161653199,0.1576746911,0.02580475946,-0.002184765305,-0.04541000821,0.9994662993,0.01425693894,0.02851387788,0.00712846947
0.0975,-0.0618407626,0.03934918027,1.022055844,0.3004006723,0.6165779879,0.1532203964,0.02605696626,-0.002481484459,-0.04558156811,0.999420902,0.01485075327,0.02970150655,0.007425376637
0.1014,-0.06792108,0.03219996242,0.9918417247,0.3025867869,0.6160092023,0.1531475646,0.02624818141,-0.002334342044,-0.04547564224,0.9993736526,0.01544454009,0.03088908017,0.007722270043
0.1053,-0.07782552284,0.03160663345,0.9997715161,0.3030974485,0.6114663219,0.1559445768,0.02638361513,-0.002529090441,-0.04572866597,0.999324551,0.01603829827,0.03207659655,0.008019149137
0.1092,-0.07355407214,0.05028404591,0.9938767702,0.3015873363,0.6151073953,0.1539568098,0.02656259027,-0.002977107269,-0.04527861736,0.9992735973,0.01663202674,0.03326405348,0.00831601337
0.1131,-0.06922326126,0.04050387933,1.001401918,0.3039670986,0.6174626521,0.1521293979,0.02661935175,-0.0026775103,-0.04508600489,0.9992207918,0.01722572438,0.03445144876,0.00861286219
0.117,-0.09281526591,0.028635185,1.010072432,0.3035193999,0.615323653,0.1541280948,0.02650489417,-0.002624510795,-0.04568173616,0.9991661343,0.0178193901,0.03563878019,0.008909695048
0.1209,-0.08188936835,0.02750632647,1.020708757,0.3041289047,0.6149204131,0.1536415278,0.02655833085,-0.003064960566,-0.04519402293,0.9991096252,0.01841302279,0.03682604558,0.009206511395
0.1248,-0.06179872758,0.03999957522,1.018357361,0.3044851444,0.6168796557,0.1542176423,0.02689700368,-0.003046543653,-0.04502875899,0.9990512644,0.01900662136,0.03801324271,0.009503310678
0.1287,-0.08495018671,0.03649995704,1.011112963,0.3052868923,0.616254233,0.157746943,0.02729805798,-0.003335317053,-0.04502796602,0.998991052,0.0196001847,0.0392003694,0.00980009235
0.1326,-0.08590848875,0.0366763637,1.002630988,0.3039881341,0.6149870505,0.1563152072,0.02716290543,-0.003292219502,-0.0451892939,0.9989289882,0.02019371172,0.04038742343,0.01009685586
0.1365,-0.09013490128,0.04482555778,1.005698538,0.3049411164,0.6159982289,0.1552895822,0.02747097078,-0.003530653225,-0.04464211927,0.9988650732,0.02078720131,0.04157440262,0.01039360065
0.1404,-0.08043059053,0.0590665696,1.011106594,0.3043407525,0.6145603005,0.1535877857,0.0270921525,-0.003167565565,-0.04444892408,0.9987993069,0.02138065238,0.04276130476,0.01069032619
0.1443,-0.08958525481,0.04744560495,1.014001582,0.3031425166,0.6178711646,0.1564371223,0.02755737842,-0.003475175024,-0.04504182449,0.9987316896,0.02197406382,0.04394812764,0.01098703191
0.1482,-0.0963006872,0.03602807274,1.008902721,0.3027995752,0.6172539423,0.153550319,0.02765506607,-0.003355202447,-0.04496236987,0.9986622213,0.02256743454,0.04513486908,0.01128371727
0.1521,-0.113446804,0.05941355725,1.007071673,0.2992704353,0.6176562817,0.1523278746,0.02759093783,-0.00355563618,-0.04481316981,0.9985909022,0.02316076344,0.04632152687,0.01158038172
0.156,-0.08818664315,0.042318167,0.9957075116,0.3024972386,0.613673034,0.1570214075,0.02777632798,-0.003239182072,-0.04481057398,0.9985177324,0.02375404941,0.04750809881,0.0118770247
0.1599,-0.09520771395,0.05092442679,1.006880712,0.3025878896,0.6162985335,0.1527012756,0.02803134215,-0.003460369891,-0.04433635534,0.9984427121,0.02434729136,0.04869458271,0.01217364568
0.1638,-0.1159002255,0.0516043034,0.9989935449,0.3026225755,0.6168470835,0.1561311273,0.02776557634,-0.003881977865,-0.04445440347,0.9983658414,0.02494048818,0.04988097636,0.01247024409
0.1677,-0.1180947441,0.05352410849,0.9881962838,0.3031501749,0.6136845642,0.1544934288,0.02808429375,-0.003453845534,-0.04427934517,0.9982871204,0.02553363878,0.05106727757,0.01276681939
0.1716,-0.1137157191,0.0520226159,1.002953822,0.3024931427,0.6155690825,0.1563076466,0.02824296082,-0.003824597712,-0.04446690633,0.9982065493,0.02612674207,0.05225348413,0.01306337103
0.1755,-0.1118669132,0.05602580818,1.010405718,0.29998931,0.6153349216,0.1532104634,0.0283265864,-0.003613570572,-0.04452261628,0.9981241282,0.02671979693,0.05343959386,0.01335989846
0.1794,-0.1252830669,0.05374700488,0.9951415585,0.2991051122,0.6155452712,0.1558119017,0.02815261398,-0.003867115382,-0.04425632958,0.9980398574,0.02731280227,0.05462560454,0.01365640114
0.1833,-0.1206507045,0.07088638438,0.9874241386,0.3011259795,0.6152088826,0.156732728,0.02860056494,-0.00361447912,-0.04412004562,0.9979537368,0.02790575699,0.05581151399,0.0139528785
0.1872,-0.127857725,0.04236213447,0.9982685537,0.3014612898,0.6153537009,0.1522092535,0.02844882432,-0.004208644766,-0.04413514057,0.9978657668,0.02849866,0.05699732,0.01424933
0.1911,-0.1218737895,0.06907820681,1.015567959,0.303064415,0.6168938197,0.1549115487,0.02876781953,-0.004149928032,-0.04361730215,0.9977759474,0.02909151019,0.05818302038,0.0145457551
0.195,-0.1454670043,0.07206681154,1.018650456,0.3019556646,0.6173094078,0.1548270779,0.02852386229,-0.004546802912,-0.04379156436,0.9976842788,0.02968430647,0.05936861293,0.01484215323
0.1989,-0.112623157,0.07044717241,1.013646998,0.302400681,0.6163699043,0.1563406326,0.0288823114,-0.004134217081,-0.04408628764,0.9975907613,0.03027704773,0.06055409545,0.01513852386
0.2028,-0.1469580134,0.06329124658,0.9947155664,0.3028695806,0.6135741791,0.1524002404,0.02898989096,-0.004060442751,-0.04384487015,0.9974953949,0.03086973288,0.06173946575,0.01543486644
0.2067,-0.1246906919,0.05375277663,0.9962720786,0.3007394724,0.615840343,0.1540056063,0.02904111865,-0.004668026829,-0.04373817508,0.9973981799,0.03146236081,0.06292472163,0.01573118041
0.2106,-0.1428263843,0.06861400558,1.001029245,0.3023093486,0.6148474846,0.1558720426,0.02911797292,-0.005003389929,-0.04367107315,0.9972991164,0.03205493044,0.06410986089,0.01602746522
0.2145,-0.1384916184,0.04625160906,0.9982143669,0.2991301415,0.6161136528,0.1561412989,0.02918142284,-0.004456124009,-0.04349529642,0.9971982046,0.03264744066,0.06529488133,0.01632372033
0.2184,-0.1354078215,0.06638982054,0.995248484,0.3023596281,0.614436062,0.1537691292,0.02877998137,-0.004574732869,-0.0430289834,0.9970954447,0.03323989038,0.06647978076,0.01661994519
0.2223,-0.1371173941,0.06067087047,0.9973340665,0.305198494,0.6137594578,0.1529098064,0.02956427034,-0.004779299198,-0.04334823478,0.9969908369,0.0338322785,0.06766455699,0.01691613925
0.2262,-0.1518048972,0.07072769702,0.9892112373,0.3023361752,0.6187588826,0.1571707673,0.0292598298,-0.004736238228,-0.04328244614,0.9968843814,0.03442460391,0.06884920782,0.01721230195
0.2301,-0.1388526048,0.07450650419,1.005553774,0.3012170161,0.6163959553,0.1565185302,0.02946231528,-0.004802384506,-0.04304484088,0.9967760784,0.03501686552,0.07003373104,0.01750843276
0.234,-0.1648621798,0.08071071448,0.9897787036,0.3044098792,0.6143405107,0.1544814671,0.02946021031,-0.00460323649,-0.04310792293,0.996665928,0.03560906224,0.07121812448,0.01780453112
0.2379,-0.1461600198,0.07980556756,1.013447221,0.3016333637,0.6178955292,0.1522380792,0.02945370839,-0.005383563684,-0.0430484947,0.9965539306,0.03620119296,0.07240238592,0.01810059648
0.2418,-0.1715947066,0.06730475081,0.9977511136,0.3008575469,0.6180101349,0.1545560434,0.02989962816,-0.004777276507,-0.04320562379,0.9964400862,0.03679325659,0.07358651319,0.0183966283
0.2457,-0.153427235,0.073383543,0.9951429009,0.2985613391,0.616210504,0.156657982,0.03003645366,-0.005066966957,-0.0428974691,0.9963243952,0.03738525204,0.07477050407,0.01869262602
0.2496,-0.1426622402,0.07587972531,1.000507275,0.3027613249,0.6169194186,0.1550399814,0.03016440149,-0.005024668678,-0.04308903885,0.9962068576,0.03797717819,0.07595435639,0.0189885891
0.2535,-0.1617179054,0.08719478928,1.002496123,0.3009358602,0.6170108076,0.1550912104,0.03054000515,-0.005423257033,-0.04288777497,0.9960874738,0.03856903397,0.07713806794,0.01928451698
0.2574,-0.1655433975,0.0815024294,1.007290122,0.3041178329,0.616765357,0.1577876532,0.0303781711,-0.004792909832,-0.04306750295,0.995966244,0.03916081826,0.07832163653,0.01958040913
0.2613,-0.1731706542,0.100230724,0.9946605481,0.303886439,0.6156716269,0.1542445624,0.03030543499,-0.005369749125,-0.04237917413,0.9958431683,0.03975252998,0.07950505997,0.01987626499
0.2652,-0.1575880998,0.08541920777,0.9793649854,0.3034669516,0.6182335084,0.1548512334,0.03042994135,-0.005164394379,-0.0428802666,0.9957182471,0.04034416803,0.08068833606,0.02017208401
0.2691,-0.1606286007,0.08087281182,0.9713271718,0.3006699173,0.6153235944,0.1531591197,0.0309496107,-0.005658602401,-0.04258128203,0.9955914805,0.0409357313,0.08187146261,0.02046786565
0.273,-0.1748555062,0.08520800574,1.009068057,0.3016088938,0.6183226099,0.1557708623,0.03072227629,-0.005647024495,-0.04252627315,0.9954628687,0.04152721871,0.08305443743,0.02076360936
0.2769,-0.1711421679,0.08705663041,0.9836874355,0.3025308041,0.6130108063,0.1526862491,0.03102709696,-0.005642071665,-0.04233263258,0.9953324121,0.04211862916,0.08423725832,0.02105931458
0.2808,-0.1700054663,0.09176018813,0.9952059136,0.3039576408,0.6161958977,0.1538646281,0.03107489912,-0.005499022192,-0.04275100375,0.9952001109,0.04270996155,0.0854199231,0.02135498078
0.2847,-0.1751877081,0.08230466821,1.002723843,0.3028062742,0.618150459,0.154455072,0.03132480277,-0.005637299756,-0.04253182065,0.9950659652,0.04330121479,0.08660242958,0.02165060739
0.2886,-0.1917875734,0.1070645241,0.9867131089,0.3076881447,0.616410203,0.1542183161,0.03121943656,-0.006130470797,-0.0418188386,0.9949299755,0.04389238777,0.08778477555,0.02194619389
0.2925,-0.1784516365,0.09553154284,0.9824448994,0.3028503584,0.6185363478,0.1520968654,0.03094306708,-0.006389254671,-0.04196845247,0.9947921418,0.04448347941,0.08896695883,0.02224173971
0.2964,-0.1840351486,0.1048977985,1.00237911,0.2994484816,0.6146139733,0.1509165471,0.03130768752,-0.005826840982,-0.04197658081,0.9946524644,0.04507448861,0.09014897723,0.02253724431
0.3003,-0.1861203321,0.09819376847,1.008041352,0.3022864055,0.6161273521,0.1537930905,0.0315492459,-0.005939823274,-0.04181190485,0.9945109437,0.04566541428,0.09133082855,0.02283270714
0.3042,-0.176235435,0.09277449061,0.9799855265,0.3041111163,0.614439502,0.1557086573,0.03146348468,-0.006209255674,-0.04191153837,0.9943675799,0.04625625531,0.09251251062,0.02312812765
0.3081,-0.1855953655,0.09033773334,0.9832425422,0.3017547454,0.616043972,0.1552102773,0.03147473092,-0.006406160162,-0.04155581219,0.9942223732,0.04684701062,0.09369402123,0.02342350531
0.312,-0.187549085,0.1083689858,0.9784410104,0.302503696,0.6170209222,0.1556825074,0.03162459398,-0.006389421933,-0.04169373641,0.9940753239,0.0474376791,0.0948753582,0.02371883955
0.3159,-0.197139411,0.107995114,0.9888881847,0.300829202,0.6160124208,0.1538543552,0.03215830449,-0.005853278362,-0.04150486613,0.9939264324,0.04802825967,0.09605651934,0.02401412983
0.3198,-0.2023878109,0.1218802931,0.987097119,0.304816842,0.6147623957,0.1504606701,0.03209584838,-0.006263390534,-0.04123920745,0.9937756987,0.04861875123,0.09723750245,0.02430937561
0.3237,-0.1985944098,0.1091631623,0.9898361508,0.3036315303,0.61292538,0.154264173,0.03208294192,-0.006391942302,-0.04154600051,0.9936231234,0.04920915268,0.09841830536,0.02460457634
0.3276,-0.2027892758,0.1291505513,0.9759178024,0.3041235742,0.616465611,0.1550266292,0.03205952279,-0.006378931673,-0.0414378194,0.9934687065,0.04979946294,0.09959892587,0.02489973147
0.3315,-0.2010865042,0.1016681871,0.9760001538,0.3005751222,0.616314364,0.1551027106,0.03239809715,-0.006590032037,-0.04107756977,0.9933124485,0.0503896809,0.1007793618,0.02519484045
0.3354,-0.2028147398,0.1057240885,0.9902797937,0.3024437005,0.6184777619,0.1548208058,0.03233081549,-0.006485721734,-0.0409228378,0.9931543495,0.05097980547,0.1019596109,0.02548990274
0.3393,-0.2042113759,0.1060660799,0.9812623917,0.3040601395,0.6163169305,0.1529553531,0.03245043831,-0.006845258989,-0.04127588303,0.99299441,0.05156983557,0.1031396711,0.02578491778
0.3432,-0.2236765254,0.1069371227,0.9827534683,0.3037413017,0.6163028964,0.1556209282,0.03250332041,-0.006810504679,-0.04106384131,0.9928326302,0.05215977009,0.1043195402,0.02607988504
0.3471,-0.2113265766,0.1136970068,0.9981740169,0.3004797061,0.6134681974,0.1553343687,0.0327747581,-0.006830908619,-0.04115797053,0.9926690103,0.05274960794,0.1054992159,0.02637480397
0.351,-0.2196168836,0.1167666375,0.9718894071,0.2989549762,0.615557571,0.153832396,0.03255478348,-0.007161939693,-0.04065288676,0.9925035507,0.05333934803,0.1066786961,0.02666967402
0.3549,-0.2062443298,0.1126118105,0.982758862,0.3033871738,0.6151534468,0.1562990335,0.03274880554,-0.006782522144,-0.04046835991,0.9923362518,0.05392898927,0.1078579785,0.02696449464
0.3588,-0.2108121658,0.1233203307,0.997853976,0.3018567391,0.6163861114,0.1533208689,0.03253655168,-0.007313646119,-0.04079768218,0.9921671137,0.05451853057,0.1090370611,0.02725926528
0.3627,-0.2346873066,0.1184820505,1.001421901,0.3022718662,0.6150052038,0.1533973177,0.03309135137,-0.007310549383,-0.04032730008,0.9919961369,0.05510797082,0.1102159416,0.02755398541
0.3666,-0.2106254042,0.1190686133,0.9962796343,0.2998777984,0.6150374709,0.1515560795,0.03276630716,-0.007184940493,-0.04026556154,0.9918233216,0.05569730894,0.1113946179,0.02784865447
0.3705,-0.2459689432,0.1193218447,0.9841272757,0.3019319501,0.6147724058,0.1558828264,0.03310839744,-0.007472988051,-0.04027944322,0.9916486682,0.05628654384,0.1125730877,0.02814327192
0.3744,-0.2344205191,0.1215325887,0.9785318652,0.3035067303,0.61529827,0.1560426157,0.03328807741,-0.007725856785,-0.0399709924,0.991472177,0.05687567443,0.1137513489,0.02843783721
0.3783,-0.2254925944,0.1186955709,0.9936854525,0.3016177085,0.6179036789,0.1535475145,0.03362771388,-0.007451594589,-0.04033110903,0.9912938482,0.0574646996,0.1149293992,0.0287323498
0.3822,-0.2339406819,0.1260966565,0.9908159455,0.3009115805,0.617671195,0.1547183661,0.03330662941,-0.007698809096,-0.04019587126,0.9911136824,0.05805361828,0.1161072366,0.02902680914
0.3861,-0.2296340181,0.1269641412,0.9857059751,0.3022492768,0.6171884983,0.154751508,0.03327526175,-0.007625758654,-0.04001287556,0.9909316797,0.05864242937,0.1172848587,0.02932121469
0.39,-0.2304011495,0.1380125339,0.9723868228,0.3031879354,0.6144373554,0.1554292882,0.03367711878,-0.007769976943,-0.04012853222,0.9907478405,0.05923113178,0.1184622636,0.02961556589
0.3939,-0.2364249257,0.1280137195,0.9722694873,0.3032763335,0.6171207178,0.1527803245,0.03339144467,-0.007165180818,-0.04030497613,0.9905621651,0.05981972441,0.1196394488,0.02990986221
0.3978,-0.235201277,0.1400302951,0.9761105005,0.2990165315,0.6153007153,0.1519214779,0.0338740698,-0.007761967957,-0.03979666277,0.990374654,0.06040820618,0.1208164124,0.03020410309
0.4017,-0.2434490918,0.1326834619,0.9865266885,0.30189825,0.616436925,0.1518079741,0.03418603999,-0.007893127266,-0.03934713518,0.9901853074,0.060996576,0.121993152,0.030498288
0.4056,-0.2520729703,0.1322548518,0.9718018977,0.3017834676,0.6133865224,0.1522105241,0.03392321367,-0.007932084699,-0.03936341587,0.9899941257,0.06158483277,0.1231696655,0.03079241639
0.4095,-0.2448041829,0.1276879858,0.9680994345,0.3030146967,0.6186020741,0.1528554319,0.03425979511,-0.008267966266,-0.03939603545,0.9898011093,0.06217297541,0.1243459508,0.0310864877
0.4134,-0.2643308851,0.1419034306,0.9795330647,0.3045473372,0.6163724134,0.1542535572,0.03405257233,-0.008404465011,-0.03967172589,0.9896062584,0.06276100282,0.1255220056,0.03138050141
0.4173,-0.2372804859,0.1409211935,0.9663092665,0.3037153843,0.6163665517,0.1554280923,0.03415327285,-0.008258515231,-0.03924855616,0.9894095736,0.06334891392,0.1266978278,0.03167445696
0.4212,-0.2646105014,0.1292995234,0.9704361267,0.3004434973,0.6139936537,0.1559864992,0.03398865775,-0.008205103293,-0.03912176783,0.9892110551,0.06393670761,0.1278734152,0.03196835381
0.4251,-0.2691107694,0.1596636818,0.9612075473,0.2997904765,0.6161112538,0.1562967893,0.03459381476,-0.008082524333,-0.03916669176,0.9890107032,0.06452438281,0.1290487656,0.03226219141
0.429,-0.2560579791,0.1385537579,0.9878730064,0.3029432307,0.6110125523,0.1565143943,0.03478397852,-0.008270798215,-0.03925307082,0.9888085185,0.06511193843,0.1302238769,0.03255596922
0.4329,-0.2692618172,0.1542159406,0.9822276323,0.3046012768,0.6185297649,0.1547856041,0.03458930308,-0.007814778533,-0.03939645947,0.9886045012,0.06569937338,0.1313987468,0.03284968669
0.4368,-0.2745783692,0.1532718441,0.9818796975,0.3036972508,0.6142990596,0.1546554243,0.03481542915,-0.00840829536,-0.03885254038,0.9883986517,0.06628668656,0.1325733731,0.03314334328
0.4407,-0.2626313138,0.1425939866,0.9549393069,0.3022349404,0.6147274414,0.1562755066,0.03469727047,-0.008787261847,-0.03910089318,0.9881909705,0.0668738769,0.1337477538,0.03343693845
0.4446,-0.261579823,0.1454285219,0.9584120475,0.3002182894,0.6179496312,0.1547246454,0.03464401614,-0.008264605309,-0.03883323332,0.9879814578,0.0674609433,0.1349218866,0.03373047165
0.4485,-0.2879147977,0.1551052364,0.9691903941,0.3011310238,0.6174169748,0.1522807778,0.03507022153,-0.008660316177,-0.03870666777,0.9877701141,0.06804788468,0.1360957694,0.03402394234
0.4524,-0.2636154066,0.1473019453,0.9638033669,0.3025208878,0.6144084894,0.1552895038,0.0353272871,-0.00856879689,-0.03860296292,0.9875569398,0.06863469994,0.1372693999,0.03431734997
0.4563,-0.2665035151,0.128472387,0.9762312902,0.3016826521,0.6132082705,0.1549317981,0.03501965131,-0.008663099173,-0.03862823015,0.9873419352,0.06922138801,0.138442776,0.034610694
0.4602,-0.2709550901,0.137445385,0.962647147,0.3031952762,0.6182891965,0.154166426,0.03524494278,-0.008739446547,-0.0381893793,0.9871251009,0.06980794778,0.1396158956,0.03490397389
0.4641,-0.2701257091,0.1414368123,0.9577717465,0.3064287463,0.6169132331,0.1559865689,0.03540514076,-0.00873436524,-0.03839746822,0.986906437,0.07039437819,0.1407887564,0.03519718909
0.468,-0.2695829265,0.1873723756,0.9612925056,0.302909323,0.6177803078,0.1585077223,0.0354416454,-0.00861755228,-0.03847770982,0.9866859442,0.07098067813,0.1419613563,0.03549033906
0.4719,-0.2875871695,0.1473717366,0.9608628837,0.3018625396,0.6161377127,0.1516683541,0.03569977943,-0.008724403193,-0.03771260273,0.9864636228,0.07156684652,0.143133693,0.03578342326
0.4758,-0.2747028566,0.1409882191,0.9640189304,0.3030335865,0.6151349117,0.1532006227,0.03534367828,-0.009205606947,-0.03826400833,0.9862394731,0.07215288228,0.1443057646,0.03607644114
0.4797,-0.2834965878,0.1693519907,0.9692726018,0.3063531609,0.617294539,0.1554736106,0.0355388327,-0.009025987436,-0.03776008912,0.9860134956,0.07273878431,0.1454775686,0.03636939216
0.4836,-0.2900034628,0.1474558863,0.9512412586,0.30476283,0.6164525674,0.1575835081,0.03567238151,-0.008929847816,-0.03759043607,0.9857856908,0.07332455155,0.1466491031,0.03666227577
0.4875,-0.291629828,0.1620970884,0.960022002,0.3045906458,0.6150220245,0.1520214152,0.03561996735,-0.009078272254,-0.03782130531,0.9855560591,0.07391018288,0.1478203658,0.03695509144
0.4914,-0.2880437021,0.1693647403,0.9648290568,0.3036714254,0.6161402469,0.1561223112,0.03614744661,-0.009438106408,-0.03784425204,0.9853246008,0.07449567725,0.1489913545,0.03724783862
0.4953,-0.2801339733,0.1773657097,0.9424669053,0.3066796674,0.6173149628,0.1544903496,0.03616839679,-0.009668252792,-0.03761990158,0.9850913164,0.07508103355,0.1501620671,0.03754051677
0.4992,-0.2916019411,0.1696006373,0.9487089584,0.3041292835,0.6181390515,0.1550188341,0.03595953592,-0.009498123237,-0.03732869875,0.9848562063,0.0756662507,0.1513325014,0.03783312535
0.5031,-0.2971217961,0.1657467743,0.9489723276,0.302185284,0.6167895469,0.1531861569,0.036230778,-0.009687487551,-0.03700698786,0.9846192711,0.07625132762,0.1525026552,0.03812566381
0.507,-0.3028302855,0.1622688273,0.9472259732,0.3032178501,0.615997767,0.1556861979,0.0358658807,-0.009878436184,-0.03718039909,0.984380511,0.07683626323,0.1536725265,0.03841813161
0.5109,-0.302452867,0.1795313128,0.9436921532,0.3022306339,0.6152928238,0.1553408475,0.03647815058,-0.01013705947,-0.03696791657,0.9841399266,0.07742105643,0.1548421129,0.03871052822
0.5148,-0.3145401831,0.1814804898,0.9584930619,0.2993222589,0.6169701467,0.1541761888,0.03602960798,-0.009897189683,-0.03690600943,0.9838975183,0.07800570616,0.1560114123,0.03900285308
0.5187,-0.3083133368,0.1754581557,0.9423337452,0.3019985503,0.6157415638,0.1505815152,0.0360708744,-0.01003700916,-0.03706212061,0.9836532865,0.07859021131,0.1571804226,0.03929510565
0.5226,-0.2979170895,0.194914036,0.959701901,0.3016167092,0.6187910539,0.1569717141,0.03681835882,-0.009964828967,-0.03660263863,0.9834072318,0.07917457081,0.1583491416,0.03958728541
0.5265,-0.3027422956,0.1753167667,0.9648988284,0.3022800741,0.6156609642,0.1568076646,0.03688809236,-0.009900824508,-0.036799944,0.9831593545,0.07975878358,0.1595175672,0.03987939179
0.5304,-0.3113974186,0.1827193448,0.9420624065,0.3002966923,0.6170140924,0.1541399888,0.03667664094,-0.01023397603,-0.03654181338,0.9829096551,0.08034284854,0.1606856971,0.04017142427
0.5343,-0.3160332456,0.1730065798,0.9651815497,0.3032384233,0.6121140992,0.1523500978,0.03661753355,-0.009981233438,-0.03633638774,0.9826581341,0.08092676459,0.1618535292,0.0404633823
0.5382,-0.3281499654,0.1757291152,0.9367862662,0.3051220293,0.6153976193,0.1570927389,0.03661188836,-0.01028917139,-0.0365446303,0.982404792,0.08151053067,0.1630210613,0.04075526533
0.5421,-0.3304493638,0.2061873088,0.9424054542,0.3010214391,0.6169202623,0.155965055,0.03710142099,-0.01063440612,-0.03661136615,0.9821496291,0.08209414568,0.1641882914,0.04104707284
0.546,-0.316946085,0.1862715296,0.9349169688,0.3003930736,0.6158095563,0.1548123709,0.03703726667,-0.01035451816,-0.03619295062,0.9818926461,0.08267760854,0.1653552171,0.04133880427
0.5499,-0.3180339707,0.1665203228,0.9321879271,0.3058692109,0.6153662029,0.1555775451,0.03692651874,-0.01037213306,-0.036102601,0.9816338433,0.08326091819,0.1665218364,0.04163045909
