2018/10/02/14:18:54.604821;[];0;33;-1695;16049;-102;32;124;-650;-75;1177;100;163;105;0
2018/10/02/14:18:54.625796;[];0;241;-1791;15937;-106;-78;6;-624;-93;1190;219;163;105;0
2018/10/02/14:18:54.641792;[];0;49;-1695;15953;-64;-24;48;-624;-63;1157;48;164;105;0
2018/10/02/14:18:54.657794;[];0;161;-1647;15857;78;0;-30;-624;-63;1157;133;164;105;0
2018/10/02/14:18:54.674796;[];0;-175;-1647;15665;-20;68;20;-624;-63;1157;184;164;105;0
2018/10/02/14:18:54.694769;[];0;-15;-1455;15905;10;-74;-30;-637;-81;1190;64;165;105;0
2018/10/02/14:18:54.707794;[];0;-175;-1471;15681;-28;-6;56;-637;-81;1190;115;165;105;0
2018/10/02/14:18:54.723792;[];0;-63;-1775;15841;0;-16;38;-669;-75;1197;166;165;105;0
2018/10/02/14:18:54.735786;[];0;-95;-1775;15953;-20;-62;46;-669;-75;1197;12;166;105;0
2018/10/02/14:18:54.748789;[];0;-271;-1583;15601;-22;-88;96;-656;-111;1177;80;166;105;0
2018/10/02/14:18:54.760769;[];0;-79;-1551;15905;26;38;22;-656;-111;1177;165;166;105;0
2018/10/02/14:18:54.776801;[];0;49;-1663;15873;12;-106;-16;-663;-111;1164;233;166;105;0
2018/10/02/14:18:54.793799;[];0;-239;-1727;15905;-46;-70;44;-663;-111;1164;79;167;105;0
2018/10/02/14:18:54.805801;[];0;-143;-1631;16113;52;34;-32;-618;-93;1157;147;167;105;0
2018/10/02/14:18:54.825817;[];0;-79;-1359;16033;28;38;68;-618;-93;1157;249;167;105;0
2018/10/02/14:18:54.838773;[];0;129;-1391;15969;36;30;62;-624;-117;1164;61;168;105;0
2018/10/02/14:18:54.854779;[];0;113;-1471;15921;90;-70;-50;-624;-117;1164;112;168;105;0
2018/10/02/14:18:54.866782;[];0;-111;-1487;16033;18;82;-98;-624;-117;1164;180;168;105;0
2018/10/02/14:18:54.879778;[];0;-63;-1391;15825;36;-58;-92;-631;-57;1184;248;168;105;0
2018/10/02/14:18:54.891776;[];0;-255;-1663;15841;-38;-26;4;-631;-57;1184;43;169;105;0
2018/10/02/14:18:54.907725;[];0;-143;-1551;16001;28;78;4;-631;-57;1184;111;169;105;0
2018/10/02/14:18:54.920781;[];0;-15;-1887;15569;-34;2;-28;-656;-75;1203;179;169;105;0
2018/10/02/14:18:54.936795;[];0;-255;-1823;15969;-134;70;-16;-656;-75;1203;230;169;105;0
2018/10/02/14:18:54.952770;[];0;-47;-1695;15665;-70;-38;-54;-631;-93;1177;110;170;105;0
2018/10/02/14:18:54.969761;[];0;-207;-1695;16001;-116;-28;22;-631;-93;1177;195;170;105;0
2018/10/02/14:18:54.981775;[];0;33;-1807;15761;16;-60;-26;-656;-99;1184;24;171;105;0
2018/10/02/14:18:54.997783;[];0;33;-1743;15857;36;2;-18;-656;-99;1184;109;171;105;0
2018/10/02/14:18:55.010778;[];0;97;-2031;15857;28;6;-32;-631;-87;1144;160;171;105;0
2018/10/02/14:18:55.022774;[];0;-79;-1807;15809;-4;-12;-24;-631;-87;1144;211;171;105;0
2018/10/02/14:18:55.038780;[];0;-143;-1727;15809;-16;-62;54;-637;-87;1157;74;172;105;0
2018/10/02/14:18:55.055788;[];0;1;-1551;15937;54;-58;-30;-637;-87;1157;125;172;105;0
2018/10/02/14:18:55.067785;[];0;177;-1695;16193;164;66;-16;-637;-87;1157;210;172;105;0
2018/10/02/14:18:55.079773;[];0;-63;-1615;15857;-8;40;-100;-631;-75;1190;22;173;105;0
2018/10/02/14:18:55.096787;[];0;49;-1775;15953;126;-52;-46;-631;-75;1190;73;173;105;0
2018/10/02/14:18:55.108782;[];0;-175;-1679;15825;104;-34;42;-631;-75;1190;124;173;105;0
2018/10/02/14:18:55.120782;[];0;-47;-1663;15793;-18;-8;74;-631;-75;1184;209;173;105;0
2018/10/02/14:18:55.133779;[];0;65;-1775;15857;60;-94;30;-631;-75;1184;21;174;105;0
2018/10/02/14:18:55.149779;[];0;97;-1839;15921;72;22;-32;-663;-87;1210;89;174;105;0
2018/10/02/14:18:55.161779;[];0;17;-1647;16049;-40;20;-64;-663;-87;1210;157;174;105;0
2018/10/02/14:18:55.173774;[];0;33;-1599;15985;-80;66;-40;-663;-87;1210;225;174;105;0
2018/10/02/14:18:55.186786;[];0;129;-1599;16001;72;128;32;-650;-81;1210;37;175;105;0
2018/10/02/14:18:55.202779;[];0;1;-1727;15889;-30;-28;30;-650;-81;1210;105;175;105;0
2018/10/02/14:18:55.214787;[];0;-63;-1967;15921;-94;44;-54;-644;-81;1190;173;175;105;0
2018/10/02/14:18:55.227792;[];0;-159;-1759;15809;100;138;-78;-644;-81;1190;19;176;105;0
2018/10/02/14:18:55.243780;[];0;-223;-1711;15649;32;90;34;-644;-81;1190;70;176;105;0
2018/10/02/14:18:55.255787;[];0;-47;-1615;15665;-26;74;-10;-650;-69;1125;189;176;105;0
2018/10/02/14:18:55.272799;[];0;17;-1727;15745;-4;82;76;-656;-63;1177;1;177;105;0
2018/10/02/14:18:55.284789;[];0;145;-1791;15905;-6;-26;-22;-656;-63;1177;52;177;105;0
2018/10/02/14:18:55.296800;[];0;-31;-1855;15697;-34;-42;82;-656;-63;1177;137;177;105;0
2018/10/02/14:18:55.313802;[];0;1;-1567;15633;2;32;-40;-676;-75;1210;222;177;105;0
2018/10/02/14:18:55.325792;[];0;113;-1551;16273;8;30;126;-676;-75;1210;17;178;105;0
2018/10/02/14:18:55.346800;[];0;65;-1519;15905;32;-138;-12;-611;-57;1190;85;178;105;0
2018/10/02/14:18:55.358799;[];0;1;-1775;16305;124;-94;62;-611;-57;1190;187;178;105;0
2018/10/02/14:18:55.370729;[];0;97;-1967;16097;54;-76;-34;-611;-57;1190;238;178;105;0
2018/10/02/14:18:55.386793;[];0;385;-1967;16177;-2;-62;110;-637;-99;1171;50;179;105;0
2018/10/02/14:18:55.399789;[];0;161;-1903;16049;168;38;-156;-637;-99;1171;118;179;105;0
2018/10/02/14:18:55.411787;[];0;113;-1775;15361;92;14;48;-631;-69;1144;186;179;105;0
2018/10/02/14:18:55.423804;[];0;177;-1487;16017;100;20;92;-631;-69;1144;254;179;105;0
2018/10/02/14:18:55.440787;[];0;257;-1615;16033;-46;36;56;-631;-69;1144;83;180;105;0
2018/10/02/14:18:55.464795;[];0;33;-1535;15761;-18;128;34;-624;-81;1184;236;180;105;0
2018/10/02/14:18:55.477790;[];0;-79;-1359;15681;-60;64;158;-637;-69;1190;48;181;105;0
2018/10/02/14:18:55.493803;[];0;113;-1311;15777;-48;-90;140;-637;-69;1190;133;181;105;0
2018/10/02/14:18:55.505793;[];0;17;-1231;15665;-20;80;-116;-656;-99;1164;201;181;105;0
2018/10/02/14:18:55.518788;[];0;65;-1519;15729;62;-50;-10;-656;-99;1164;252;181;105;0
2018/10/02/14:18:55.530785;[];0;-95;-1551;15889;100;106;22;-656;-99;1164;64;182;105;0
2018/10/02/14:18:55.546808;[];0;17;-1775;15505;-52;12;62;-663;-87;1164;149;182;105;0
2018/10/02/14:18:55.567791;[];0;1;-1599;15585;62;-18;-78;-644;-99;1223;12;183;105;0
2018/10/02/14:18:55.579808;[];0;-15;-1535;15649;-44;-34;130;-644;-99;1223;63;183;105;0
2018/10/02/14:18:55.595803;[];0;225;-1455;15857;10;-50;70;-644;-99;1223;165;183;105;0
2018/10/02/14:18:55.608785;[];0;129;-1583;15985;6;-128;62;-637;-75;1190;233;183;105;0
2018/10/02/14:18:55.624793;[];0;-207;-1455;15809;66;50;48;-637;-75;1190;62;184;105;0
2018/10/02/14:18:55.640785;[];0;129;-1583;15889;10;34;-28;-656;-93;1184;130;184;105;0
2018/10/02/14:18:55.661789;[];0;81;-1599;16017;-8;-60;-4;-656;-93;1184;198;184;105;0
2018/10/02/14:18:55.673807;[];0;-47;-1631;16113;56;-112;-26;-637;-99;1203;61;185;105;0
2018/10/02/14:18:55.690789;[];0;65;-1647;15985;18;-14;40;-637;-99;1203;112;185;105;0
2018/10/02/14:18:55.702785;[];0;81;-1615;15889;-68;-36;30;-637;-99;1203;163;185;105;0
2018/10/02/14:18:55.714795;[];0;113;-1439;15825;36;26;-8;-663;-75;1184;231;185;105;0
2018/10/02/14:18:55.726795;[];0;-79;-1391;16033;-52;2;62;-663;-75;1184;60;186;105;0
2018/10/02/14:18:55.743785;[];0;81;-1471;16033;-44;-2;-56;-637;-69;1203;111;186;105;0
2018/10/02/14:18:55.755793;[];0;-15;-1567;15857;-6;26;54;-637;-69;1203;179;186;105;0
2018/10/02/14:18:55.780795;[];0;-191;-1663;15761;-36;12;48;-624;-99;1230;93;187;105;0
2018/10/02/14:18:55.792785;[];0;-175;-1695;15729;-42;-38;28;-624;-99;1230;144;187;105;0
2018/10/02/14:18:55.804796;[];0;-15;-1647;15857;-22;-52;2;-624;-99;1230;195;187;105;0
2018/10/02/14:18:55.821795;[];0;97;-1807;15697;-42;-2;140;-637;-75;1164;7;188;105;0
2018/10/02/14:18:55.833787;[];0;241;-1647;15793;12;-86;-100;-637;-75;1164;75;188;105;0
2018/10/02/14:18:55.845796;[];0;-127;-1487;15553;52;60;-174;-618;-75;1250;126;188;105;0
2018/10/02/14:18:55.857799;[];0;-239;-1695;15713;114;-84;6;-618;-75;1250;211;188;105;0
2018/10/02/14:18:55.878791;[];0;193;-1711;15889;64;-24;32;-618;-57;1177;91;189;105;0
2018/10/02/14:18:55.890792;[];0;145;-1679;16017;48;-6;-50;-618;-57;1177;142;189;105;0
2018/10/02/14:18:55.903810;[];0;225;-1695;16193;-20;-82;68;-592;-93;1151;210;189;105;0
2018/10/02/14:18:55.915797;[];0;193;-1551;16113;-8;-40;-30;-592;-93;1151;22;190;105;0
2018/10/02/14:18:55.931810;[];0;225;-1327;16161;-14;-114;76;-592;-93;1151;73;190;105;0
2018/10/02/14:18:55.943788;[];0;289;-1471;15953;30;-54;-12;-624;-57;1197;124;190;105;0
2018/10/02/14:18:55.956798;[];0;225;-1407;16049;36;10;-64;-624;-57;1197;209;190;105;0
2018/10/02/14:18:55.968791;[];0;401;-1423;16225;138;26;50;-624;-57;1197;21;191;105;0
2018/10/02/14:18:55.984814;[];0;257;-1551;16353;10;-124;-16;-637;-57;1177;122;191;105;0
2018/10/02/14:18:55.997794;[];0;129;-1535;16017;-136;22;-30;-637;-57;1177;173;191;105;0
2018/10/02/14:18:56.009793;[];0;81;-1471;15745;38;-18;30;-631;-45;1197;224;191;105;0
2018/10/02/14:18:56.021790;[];0;161;-1391;16017;36;-8;-50;-631;-45;1197;36;192;105;0
2018/10/02/14:18:56.038795;[];0;353;-1599;16033;16;-96;8;-631;-45;1197;104;192;105;0
2018/10/02/14:18:56.050821;[];0;241;-1455;16065;-76;60;96;-631;-51;1171;189;192;105;0
2018/10/02/14:18:56.062785;[];0;241;-1615;16065;-102;22;88;-631;-51;1171;240;192;105;0
2018/10/02/14:18:56.075798;[];0;161;-1519;15905;-34;-18;-56;-656;-75;1164;52;193;105;0
2018/10/02/14:18:56.091796;[];0;225;-1679;16081;12;-24;-30;-656;-75;1164;154;193;105;0
2018/10/02/14:18:56.103791;[];0;65;-1503;15985;-22;12;-92;-656;-75;1164;205;193;105;0
2018/10/02/14:18:56.116815;[];0;49;-1407;15921;-36;72;-6;-624;-69;1171;17;194;105;0
2018/10/02/14:18:56.128797;[];0;161;-1983;15489;12;50;48;-624;-69;1171;102;194;105;0
2018/10/02/14:18:56.144799;[];0;65;-1887;15665;66;238;-66;-624;-99;1177;153;194;105;0
2018/10/02/14:18:56.156797;[];0;-31;-1647;15969;-136;-86;106;-624;-99;1177;221;194;105;0
2018/10/02/14:18:56.169793;[];0;-159;-1679;15873;-80;20;122;-624;-99;1177;33;195;105;0
2018/10/02/14:18:56.185802;[];0;-79;-1759;15761;38;28;20;-618;-75;1164;84;195;105;0
2018/10/02/14:18:56.197800;[];0;-15;-1599;16001;62;50;34;-618;-75;1164;203;195;105;0
2018/10/02/14:18:56.210814;[];0;113;-1823;15713;-32;-88;-22;-618;-105;1177;254;195;105;0
2018/10/02/14:18:56.222790;[];0;113;-1855;15649;96;-124;-120;-618;-105;1177;49;196;105;0
2018/10/02/14:18:56.238807;[];0;257;-1615;15889;52;-114;102;-618;-105;1177;134;196;105;0
2018/10/02/14:18:56.251795;[];0;257;-1551;15969;84;-36;-6;-644;-69;1157;202;196;105;0
2018/10/02/14:18:56.263788;[];0;225;-1519;16049;36;-148;74;-644;-69;1157;31;197;105;0
2018/10/02/14:18:56.275818;[];0;81;-1519;15809;18;-62;-80;-637;-99;1184;99;197;105;0
2018/10/02/14:18:56.292801;[];0;81;-1551;15713;-32;-4;-58;-637;-99;1184;167;197;105;0
2018/10/02/14:18:56.304814;[];0;-63;-1567;15921;-142;50;-50;-637;-99;1184;218;197;105;0
2018/10/02/14:18:56.316803;[];0;33;-1423;15745;24;-42;-184;-650;-93;1190;30;198;105;0
2018/10/02/14:18:56.328799;[];0;145;-1647;16033;-98;-58;38;-650;-93;1190;81;198;105;0
2018/10/02/14:18:56.345788;[];0;49;-1439;15905;-36;-56;104;-644;-87;1138;166;198;105;0
2018/10/02/14:18:56.357804;[];0;17;-1551;15777;-48;-78;-22;-644;-87;1138;234;198;105;0
2018/10/02/14:18:56.369967;[];0;-111;-1423;15729;30;-10;-16;-644;-87;1138;46;199;105;0
2018/10/02/14:18:56.382792;[];0;81;-1727;15889;54;-44;28;-631;-93;1171;114;199;105;0
2018/10/02/14:18:56.394800;[];0;177;-1615;16001;54;92;-44;-631;-93;1171;165;199;105;0
2018/10/02/14:18:56.410800;[];0;-95;-1807;16017;48;-12;14;-650;-69;1210;45;200;105;0
2018/10/02/14:18:56.427807;[];0;-111;-1647;15777;104;-58;-48;-650;-69;1210;130;200;105;0
2018/10/02/14:18:56.439796;[];0;161;-1807;15905;64;-24;32;-650;-81;1151;181;200;105;0
2018/10/02/14:18:56.451797;[];0;113;-1759;15825;-40;-12;36;-650;-81;1151;232;200;105;0
2018/10/02/14:18:56.464803;[];0;-15;-1695;15857;-80;-48;56;-650;-81;1151;44;201;105;0
2018/10/02/14:18:56.480798;[];0;49;-1343;15809;36;20;-30;-598;-63;1184;112;201;105;0
2018/10/02/14:18:56.496822;[];0;145;-1343;15953;-30;-114;-44;-598;-63;1184;197;201;105;0
2018/10/02/14:18:56.513796;[];0;241;-1647;16001;30;-22;14;-650;-63;1184;77;202;105;0
2018/10/02/14:18:56.525802;[];0;209;-1615;16017;46;-18;0;-650;-63;1184;145;202;105;0
2018/10/02/14:18:56.541800;[];0;193;-1727;15825;-12;-42;-104;-644;-57;1190;213;202;105;0
2018/10/02/14:18:56.554805;[];0;145;-1999;15841;8;-62;-50;-644;-57;1190;8;203;105;0
2018/10/02/14:18:56.566800;[];0;209;-1791;15841;-36;-28;90;-644;-69;1184;76;203;105;0
2018/10/02/14:18:56.578800;[];0;113;-1791;15601;0;32;-98;-644;-69;1184;127;203;105;0
2018/10/02/14:18:56.595804;[];0;-31;-1727;15761;-102;10;-36;-644;-69;1184;195;203;105;0
2018/10/02/14:18:56.607804;[];0;-79;-1887;15809;-24;-22;106;-669;-81;1197;7;204;105;0
2018/10/02/14:18:56.619798;[];0;129;-1727;15729;-56;6;52;-669;-81;1197;92;204;105;0
2018/10/02/14:18:56.632794;[];0;145;-1983;15969;64;-34;28;-669;-81;1197;143;204;105;0
2018/10/02/14:18:56.648778;[];0;-95;-1839;15777;28;-82;44;-637;-93;1197;211;204;105;0
2018/10/02/14:18:56.660804;[];0;-63;-1775;15953;54;-40;30;-637;-93;1197;23;205;105;0
2018/10/02/14:18:56.673800;[];0;-111;-1759;15745;90;2;90;-656;-75;1184;91;205;105;0
2018/10/02/14:18:56.685805;[];0;209;-1503;15921;62;-30;126;-656;-75;1184;159;205;105;0
2018/10/02/14:18:56.697799;[];0;97;-2047;16177;-46;26;-58;-656;-75;1184;227;205;105;0
2018/10/02/14:18:56.713796;[];0;193;-1759;16113;100;-36;-28;-656;-93;1203;56;206;105;0
2018/10/02/14:18:56.726803;[];0;49;-1599;16097;154;54;-40;-656;-93;1203;158;206;105;0
2018/10/02/14:18:56.738801;[];0;-79;-1663;16033;132;-48;154;-611;-81;1184;209;206;105;0
2018/10/02/14:18:56.750797;[];0;129;-1759;16129;14;-138;-64;-611;-81;1184;4;207;105;0
2018/10/02/14:18:56.767806;[];0;-95;-2015;16273;142;-18;94;-611;-81;1184;72;207;105;0
