time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.child_frame_id,.transform.translation.x,.transform.translation.y,.transform.translation.z,.transform.rotation.x,.transform.rotation.y,.transform.rotation.z,.transform.rotation.w
2018/10/02/14:18:54.604165,892,1538482734,588602197,/world,vicon/IMUframe/IMUframe,-0.262351901716,0.130419877801,1.49504246622,-0.0263638849959,0.00430540165115,0.0165458154689,0.999506200619
2018/10/02/14:18:54.613999,893,1538482734,598637714,/world,vicon/IMUframe/IMUframe,-0.262302091596,0.130468837148,1.49509061825,-0.0265130405455,0.00418062041802,0.0165373117512,0.999502925666
2018/10/02/14:18:54.624208,894,1538482734,608641042,/world,vicon/IMUframe/IMUframe,-0.262320129309,0.130282637463,1.49513414445,-0.0266963849682,0.00397460402085,0.0166551657164,0.999496928963
2018/10/02/14:18:54.634237,895,1538482734,618666401,/world,vicon/IMUframe/IMUframe,-0.262221551261,0.130327214918,1.4951915622,-0.0269599479782,0.00392094274886,0.0167465489887,0.999488539459
2018/10/02/14:18:54.644263,896,1538482734,628596266,/world,vicon/IMUframe/IMUframe,-0.262109876626,0.130372563863,1.49526937312,-0.0272431558885,0.00391232867414,0.0169151217339,0.999478055186
2018/10/02/14:18:54.654129,897,1538482734,638622132,/world,vicon/IMUframe/IMUframe,-0.261971568831,0.130420034892,1.49534065424,-0.0275263429967,0.00394400265893,0.0170542003554,0.999467808153
2018/10/02/14:18:54.664147,898,1538482734,648642339,/world,vicon/IMUframe/IMUframe,-0.261838178586,0.130462080661,1.49540359945,-0.0277630585909,0.00401591304756,0.0172454779095,0.999457692207
2018/10/02/14:18:54.673995,899,1538482734,658626821,/world,vicon/IMUframe/IMUframe,-0.261724260367,0.130501893938,1.49545893057,-0.0280002282751,0.00404602199563,0.0173781663154,0.999448656139
2018/10/02/14:18:54.684067,900,1538482734,668564122,/world,vicon/IMUframe/IMUframe,-0.261621748303,0.13054491083,1.4954974015,-0.0281895796479,0.00406353210421,0.0173798936273,0.999443232307
2018/10/02/14:18:54.694093,901,1538482734,678553454,/world,vicon/IMUframe/IMUframe,-0.261523682314,0.130576139487,1.49553043308,-0.0283173448404,0.00403266180095,0.0173002876458,0.999441126664
2018/10/02/14:18:54.703873,902,1538482734,688608785,/world,vicon/IMUframe/IMUframe,-0.261430886315,0.130592241278,1.49556237005,-0.0284062711452,0.00405424720193,0.0172274957754,0.999439773187
2018/10/02/14:18:54.713863,903,1538482734,698607025,/world,vicon/IMUframe/IMUframe,-0.26134555769,0.130607248919,1.4955844424,-0.0283787170098,0.00410923160983,0.0171149425913,0.999442265154
2018/10/02/14:18:54.724253,904,1538482734,708685675,/world,vicon/IMUframe/IMUframe,-0.261253235477,0.130600875634,1.49560315127,-0.0283204878704,0.00410990255895,0.0170386662266,0.999445217369
2018/10/02/14:18:54.734119,905,1538482734,718652593,/world,vicon/IMUframe/IMUframe,-0.261156976417,0.130590284618,1.49562064521,-0.0282177330384,0.00412824655131,0.0170317392977,0.999448166229
2018/10/02/14:18:54.744171,906,1538482734,728619248,/world,vicon/IMUframe/IMUframe,-0.261063364587,0.130575926995,1.49563003606,-0.0280697080908,0.0041428121135,0.0170972682803,0.999451155391
2018/10/02/14:18:54.754102,907,1538482734,738604630,/world,vicon/IMUframe/IMUframe,-0.260970460468,0.130545636274,1.49564040435,-0.0279007262302,0.00411049712803,0.0172369485265,0.999453621182
2018/10/02/14:18:54.764104,908,1538482734,748595217,/world,vicon/IMUframe/IMUframe,-0.260873716024,0.130529765024,1.49563762319,-0.0277551606194,0.00405226714179,0.0174219779975,0.999454703762
2018/10/02/14:18:54.774059,909,1538482734,758639026,/world,vicon/IMUframe/IMUframe,-0.260799635117,0.130488262218,1.49562671243,-0.0276362465687,0.00392984150888,0.0175690721417,0.999455912947
2018/10/02/14:18:54.784070,910,1538482734,768563082,/world,vicon/IMUframe/IMUframe,-0.260742539518,0.130474148182,1.49562490936,-0.0275878024467,0.0038024665473,0.0176003173959,0.999457194297
2018/10/02/14:18:54.793959,911,1538482734,778623026,/world,vicon/IMUframe/IMUframe,-0.260665469494,0.130461309967,1.49562478487,-0.0274958226951,0.00367831842473,0.0176179059534,0.999459883686
2018/10/02/14:18:54.804049,912,1538482734,788653010,/world,vicon/IMUframe/IMUframe,-0.260576378398,0.130439454621,1.49562053979,-0.0275016747996,0.00365336138914,0.0176136799194,0.999459888697
2018/10/02/14:18:54.813885,913,1538482734,798634180,/world,vicon/IMUframe/IMUframe,-0.260478465638,0.130413793628,1.49565059842,-0.0274962960667,0.00366168996989,0.0175878561856,0.999460460971
2018/10/02/14:18:54.824107,914,1538482734,808658556,/world,vicon/IMUframe/IMUframe,-0.260349983501,0.130470942769,1.49570256948,-0.0273887398127,0.00360287121807,0.017498790899,0.999465191274
2018/10/02/14:18:54.834241,915,1538482734,818682739,/world,vicon/IMUframe/IMUframe,-0.260267275823,0.130464416443,1.49572994334,-0.0273622400839,0.00372365993808,0.0174810674158,0.999465784535
2018/10/02/14:18:54.844237,916,1538482734,828605481,/world,vicon/IMUframe/IMUframe,-0.260210997012,0.130473701866,1.49577544769,-0.0273393515162,0.00381179647439,0.0174180286256,0.999467179224
2018/10/02/14:18:54.854100,917,1538482734,838613334,/world,vicon/IMUframe/IMUframe,-0.260150763394,0.130496518296,1.4958301649,-0.0273098671895,0.00394032530393,0.0173000646968,0.99946953568
2018/10/02/14:18:54.864314,918,1538482734,848620938,/world,vicon/IMUframe/IMUframe,-0.260096049269,0.130528925464,1.49588661629,-0.027334743297,0.00404512997421,0.0171638214451,0.999470785949
2018/10/02/14:18:54.874268,919,1538482734,858617323,/world,vicon/IMUframe/IMUframe,-0.260054666234,0.130561043821,1.49595611937,-0.0273848094762,0.00409720667411,0.0170547013979,0.999471071251
2018/10/02/14:18:54.884250,920,1538482734,868584889,/world,vicon/IMUframe/IMUframe,-0.260008257452,0.130595738541,1.49602203563,-0.0274915144983,0.00408116809354,0.0169802475678,0.999469475217
2018/10/02/14:18:54.894308,921,1538482734,878592975,/world,vicon/IMUframe/IMUframe,-0.259995534723,0.130625218181,1.49610144838,-0.0276195461378,0.00400898092409,0.0168935575096,0.999467706561
2018/10/02/14:18:54.904446,922,1538482734,888578254,/world,vicon/IMUframe/IMUframe,-0.260006371839,0.130672838668,1.49617370188,-0.0277504058214,0.00390851072412,0.0167650990124,0.999466642753
2018/10/02/14:18:54.914260,923,1538482734,898597221,/world,vicon/IMUframe/IMUframe,-0.260025448109,0.130697741027,1.49621924407,-0.0279147658535,0.00374243590794,0.0167258022861,0.999463359788
2018/10/02/14:18:54.924020,924,1538482734,908590242,/world,vicon/IMUframe/IMUframe,-0.260043037054,0.130732603238,1.49628641269,-0.0280632166225,0.00356062368784,0.0166742451697,0.999460728283
2018/10/02/14:18:54.934149,925,1538482734,918606374,/world,vicon/IMUframe/IMUframe,-0.260067158094,0.130747408343,1.4963426977,-0.028237981797,0.00336083546241,0.016674999947,0.999456485069
2018/10/02/14:18:54.944014,926,1538482734,928666556,/world,vicon/IMUframe/IMUframe,-0.260095072906,0.13076254757,1.49638704138,-0.0283921368869,0.00314719051514,0.0167329252114,0.999451845248
2018/10/02/14:18:54.954279,927,1538482734,938629101,/world,vicon/IMUframe/IMUframe,-0.260135548744,0.130758707898,1.49641265978,-0.028518167846,0.00292632035396,0.0168389625204,0.999447147223
2018/10/02/14:18:54.964281,928,1538482734,948641921,/world,vicon/IMUframe/IMUframe,-0.26016704535,0.130771546814,1.49643861578,-0.0286120595634,0.00268230196952,0.016960795586,0.999443088283
2018/10/02/14:18:54.974327,929,1538482734,958585506,/world,vicon/IMUframe/IMUframe,-0.260197753472,0.130768859726,1.49645029086,-0.0286951075733,0.00248267971615,0.0170339391718,0.999439979198
2018/10/02/14:18:54.984219,930,1538482734,968567408,/world,vicon/IMUframe/IMUframe,-0.260224043854,0.130758927696,1.49647335465,-0.0287096607589,0.0022859716851,0.0170946189474,0.999438994494
2018/10/02/14:18:54.993914,931,1538482734,978583210,/world,vicon/IMUframe/IMUframe,-0.260256164808,0.130759495823,1.4964756652,-0.0287301226541,0.00213482289293,0.0170716230613,0.999439133849
2018/10/02/14:18:55.003992,932,1538482734,988599102,/world,vicon/IMUframe/IMUframe,-0.260279839249,0.130750968929,1.49647464979,-0.0287012193285,0.00200147500739,0.0170456479409,0.999440683579
2018/10/02/14:18:55.014035,933,1538482734,998605034,/world,vicon/IMUframe/IMUframe,-0.260288234612,0.130740135114,1.49647537124,-0.0286653682839,0.00193961013861,0.0170254486914,0.999442178753
