2018/10/02/14:03:24.516671;;;721;-1887;15793;72;74;-64;-578;-169;1209;44;184;31;0
2018/10/02/14:03:24.528754;;;609;-1679;15985;-106;-54;-44;-578;-169;1209;112;184;31;0
2018/10/02/14:03:24.540677;;;529;-1599;15921;-24;-62;26;-578;-169;1209;180;184;31;0
2018/10/02/14:03:24.557757;;;481;-1951;15905;62;-48;-46;-591;-163;1148;248;184;31;0
2018/10/02/14:03:24.569753;;;449;-1951;16065;-14;-100;90;-591;-163;1148;60;185;31;0
2018/10/02/14:03:24.581751;;;529;-1919;15825;70;80;20;-623;-169;1128;128;185;31;0
2018/10/02/14:03:24.593752;;;513;-2079;15921;-2;114;-62;-623;-169;1128;196;185;31;0
2018/10/02/14:03:24.610753;;;561;-1919;16001;32;50;-14;-623;-169;1128;8;186;31;0
2018/10/02/14:03:24.622759;;;337;-1903;15857;50;0;84;-629;-150;1175;76;186;31;0
2018/10/02/14:03:24.634748;;;305;-1919;16033;54;76;42;-629;-150;1175;144;186;31;0
2018/10/02/14:03:24.647755;;;369;-1855;15649;100;100;-106;-603;-176;1189;212;186;31;0
2018/10/02/14:03:24.663741;;;289;-1839;15681;-36;38;-40;-603;-176;1189;41;187;31;0
2018/10/02/14:03:24.675728;;;321;-1823;15729;-32;-70;118;-603;-176;1189;109;187;31;0
2018/10/02/14:03:24.688749;;;337;-1855;15553;-54;26;16;-610;-189;1141;177;187;31;0
2018/10/02/14:03:24.700670;;;401;-1807;15569;-42;-120;70;-610;-189;1141;245;187;31;0
2018/10/02/14:03:24.716674;;;577;-2031;15729;-40;-36;90;-623;-176;1175;57;188;31;0
2018/10/02/14:03:24.729756;;;433;-1775;15697;-10;-12;8;-623;-176;1175;125;188;31;0
2018/10/02/14:03:24.741755;;;465;-1999;15969;-30;-96;154;-623;-176;1175;193;188;31;0
2018/10/02/14:03:24.753752;;;321;-1679;16081;12;4;-96;-623;-176;1182;5;189;31;0
2018/10/02/14:03:24.770672;;;497;-2063;15729;56;98;-24;-623;-176;1182;73;189;31;0
2018/10/02/14:03:24.782756;;;433;-1759;15937;48;48;-88;-654;-176;1222;141;189;31;0
2018/10/02/14:03:24.794754;;;305;-1871;15921;54;56;20;-654;-176;1222;209;189;31;0
2018/10/02/14:03:24.806673;;;497;-1679;15809;-26;126;26;-654;-176;1222;21;190;31;0
2018/10/02/14:03:24.819753;;;449;-1775;15857;18;-6;56;-578;-196;1175;89;190;31;0
2018/10/02/14:03:24.835750;;;353;-2047;15793;104;-8;-84;-578;-196;1175;157;190;31;0
